Protein adsorption / ng cm-2,Protein MW (kDa),Protein Charge (pI),Protein conc. (mg/mL),Thickness (nm),Predicted Zeta (mV),Predicted CA (deg),MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,
21.5,14,11,1,17.9,-8.504514,51.628971,11.00013182,11.00013182,0.22799821,-0.395317034,0.281600002,10.42105263,276.329,252.137,276.1572885,112,0,0.332687275,-0.459899141,0.459899141,0.332687275,0.842105263,1.263157895,1.684210526,16.57007043,10.36039811,2.011064429,-2.069215468,1.91151817,-2.141269264,5.863858317,-0.140159404,2.392440594,3.067479512,241.2879409,14.34708869,11.81345077,11.81345077,9.180739213,6.229451048,6.229451048,3.746165864,3.746165864,1.985101016,1.985101016,1.000637131,1.000637131,-0.95,12921.57165,18.05,13.48093592,13.28460411,114.1582016,23.68431477,6.606881965,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,12.68290207,46.24817375,28.47885195,5.969305288,0,0,0,6.9237372,59.96485326,12.15204021,0,0,0,0,0,0,65.93415855,28.47885195,0,6.9237372,12.15204021,0,0,0,63.22,5.969305288,4.794537184,0,6.606881965,51.82127828,0,0,14.03353474,0,6.578935684,23.68431477,25.37344124,0,11.00013182,0,0.385931791,-0.395317034,0,0,8.8393385,1.629807019,0.769230769,19,0,6,0,0,0,0,0,0,6,0,6,13,0,0,0,0,0.8019,70.106,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,
28.8,14,11,1,19.78895833,-2.4740336,53.04858971,10.29079082,10.29079082,0.293009259,-0.410138889,0.312961579,8.555555556,130.143,120.063,130.0629942,52,0,0.329722341,-0.460091245,0.460091245,0.329722341,1.666666667,2.333333333,2.777777778,16.55308279,10.63662739,1.910584549,-1.975276824,1.775943713,-2.057110666,5.806135073,-0.138447111,1.885347586,3.065503379,98.47609518,7.112884175,5.423415484,5.423415484,4.308060412,2.590770275,2.590770275,1.364420731,1.364420731,0.698445116,0.698445116,0.284517797,0.284517797,-0.83,94.26737929,8.17,5.309470014,5.034193607,54.26297113,9.473725908,6.606881965,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,0,13.18581765,6.606881965,14.26826309,5.969305288,0,0,0,0,20.32356147,12.65495579,0,0,0,0,0,0,26.29286676,14.26826309,0,0,12.65495579,0,0,0,35.53,5.969305288,4.794537184,0,0,13.21376393,6.076020107,0,7.109797541,0,16.05266159,0,9.174787415,0,10.29079082,0,0,-0.410138889,0,1.120694444,3.947133881,1.543398998,0.5,9,0,3,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0.362,33.032,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
93.3,14,11,1,9.2225,26.610718,44.12879224,10.55217593,10.55217593,0,-0.334583333,0.346572722,7.8,165.62,153.524,165.0556563,60,0,0.33282038,-1,1,0.33282038,1.7,2.2,2.5,35.45300044,10.36001698,1.99795182,-1.977777335,1.889467773,-2.996002641,5.863783639,-0.372011437,1.822759081,0,124.9162238,7.276020882,6.022888179,6.778817125,4.180739213,2.800476816,2.800476816,1.769802668,1.769802668,0.725955701,0.725955701,0.288066307,0.288066307,-0.54,80.20139956,12.16617916,6.57820331,5.594048257,66.64240985,22.87756359,13.15163837,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,0,27.67210078,5.969305288,0,0,0,6.9237372,13.15163837,12.15204021,0,0,18.14070064,0,0,0,19.12094366,9.531400138,0,6.9237372,12.15204021,0,0,0,53.94,0,4.794537184,0,18.37633845,18.7247429,0,0,6.9237372,0,17.04946611,0,4.65162037,0,10.55217593,0,3.943834089,-0.334583333,0,0,6.020286281,0,0.5,10,3,3,0,0,0,0,0,0,2,1,4,3,0,0,0,0,-3.6484,33.5281,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
13.9,14,11,1,19.38733333,-8.906415,19.46224107,11.06195024,11.06195024,0.00142117,-1.064693773,0.329500085,10.9375,229.276,210.124,229.1314081,92,0,0.332820411,-0.549934244,0.549934244,0.332820411,1.3125,1.875,2.3125,16.53371378,10.31923794,2.152704947,-2.291550445,1.998604345,-2.447806395,5.863910862,-0.889645847,2.14108555,3.856065299,283.7091499,12.76758471,10.11574066,10.11574066,7.243688041,5.08916122,5.08916122,4.421202798,4.421202798,2.199487728,2.199487728,1.014419209,1.014419209,-1.36,1700.021926,14.64,6.272153843,7.001313702,95.89969748,19.12095839,13.15163837,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,17.96323144,20.64010037,23.91549557,11.93861058,0,0,0,13.34455882,33.79173874,12.15204021,0,0,5.106527395,0,0,0,50.21338018,14.32593732,0,13.34455882,12.15204021,0,0,0,66.43,11.93861058,14.69560176,0,13.02770359,23.1456482,0,0,6.9237372,14.09534397,6.578935684,4.736862954,5.398658825,0,21.36118976,10.29923952,0.361150085,-1.481451877,0,0.00142117,6.314666855,3.745125661,0.636363636,16,0,5,0,0,0,0,0,0,4,0,5,7,0,0,0,0,-0.6779,57.2394,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
0.8,14,11,1,12.49,-1.2724454,12.31850893,11.31329932,11.31329932,0.037531153,-4.335970096,0.200068373,12.26315789,295.272,273.096,295.1184741,112,0,0.332687504,-0.756117473,0.756117473,0.332687504,1.210526316,1.736842105,2.210526316,31.20469341,10.36063889,2.131510397,-2.267002427,2.372182522,-2.372424206,7.453986216,-0.870000194,2.21163744,3.824287462,362.6871361,15.10444801,11.87945084,12.77387803,8.534292603,5.765992381,7.226585867,5.043840935,6.454665905,1.925860905,2.923464809,0.870392694,1.548327146,-0.72,5798.913368,18.28,7.768822062,10.85366437,113.5148765,23.16079974,19.75852033,0,0,7.822697123,5.969305288,4.565048285,4.794537184,0,0,6.578935684,6.9237372,5.57310453,27.74989791,32.52038521,13.79200241,0,0,0,6.9237372,47.50841825,12.15204021,0,0,4.893411603,0,0,7.822697123,57.96075439,23.14394275,0,6.9237372,12.15204021,0,0,0,84.89,13.79200241,14.25299707,0,25.39375042,11.02778726,0,6.9237372,0,21.14301595,20.36329296,0,25.77076993,0,22.30521354,0,0.240279553,-0.587701637,0,0,5.005178754,1.405148754,0.727272727,19,0,7,0,0,0,0,0,0,6,0,8,9,0,0,0,0,0.3135,68.1829,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
998.3,14,11,1,18.93,-51.27758,13.96648194,10.71799225,10.71799225,0,-4.20604143,0.170162181,10.14285714,246.325,235.237,245.9964261,76,0,1,-0.747942282,1,0.747942282,1.5,2,2.357142857,,,,,,,,,1.95169253,0,295.2020152,10.48312766,8.277916868,12.21751907,5.827185822,3.58915195,5.166502219,2.531604349,4.055207711,1.120293268,1.908968403,0.523768567,0.995173088,0.756363636,396.1935837,17.16061556,7.972561463,10.83475588,126.0655687,9.289612827,0,0,0,0,57.35384019,0,13.21233417,0,0,6.578935684,13.34455882,11.32595814,16.72500882,73.8864819,16.08743215,0,0,0,13.34455882,12.35973557,12.15204021,0,0,51.38453491,0,0,0,31.29958772,19.649527,0,13.34455882,12.15204021,0,0,0,83.5,21.84028575,17.76508404,0,69.98534302,0,0,6.9237372,0,0,11.31579864,0,34.84565098,0,10.71799225,0,0.240722789,-1.097671013,0,0.018703704,4.730642715,-4.20604143,0.571428571,14,0,5,0,0,0,0,0,0,5,0,7,5,0,0,0,0,-2.955,44.9542,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
71.4,14,11,1,7.3,29.687649,20.68649027,10.89996504,10.89996504,0,-0.302361111,0.297747319,10.15384615,207.701,189.557,207.1026065,78,0,0.33282041,-1,1,0.33282041,1.384615385,1.846153846,2.153846154,35.45300058,10.35672691,2.085202402,-2.227400097,1.939855636,-2.99600304,5.863841667,-0.870055547,1.838190544,0,184.5439481,9.776020882,8.762994993,9.518923939,5.327185822,3.958345368,3.958345368,3.930180159,3.930180159,1.34372562,1.34372562,0.535402348,0.535402348,-0.54,229.773818,14.95629107,5.99668727,9.373537504,86.36715065,21.62692697,13.15163837,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,21.14301595,26.42146416,5.969305288,0,0,0,6.9237372,34.29465432,12.15204021,0,0,12.40703316,0,0,0,44.74699046,9.531400138,0,6.9237372,12.15204021,0,0,0,26.3,0,4.794537184,0,18.37633845,12.17998649,11.02778726,0,6.9237372,0,27.72195163,4.736862954,5.72047997,0,10.89996504,0,0.455008503,-0.302361111,0,0,6.409635771,6.150605159,0.666666667,13,0,3,0,0,0,0,0,0,2,0,4,4,0,0,0,0,-2.1841,48.6724,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
45.3,14,11,1,11.8,43.05105,20.76245473,10.89996504,10.89996504,0,-0.302361111,0.297747319,10.15384615,207.701,189.557,207.1026065,78,0,0.33282041,-1,1,0.33282041,1.384615385,1.846153846,2.153846154,35.45300058,10.35672691,2.085202402,-2.227400097,1.939855636,-2.99600304,5.863841667,-0.870055547,1.838190544,0,184.5439481,9.776020882,8.762994993,9.518923939,5.327185822,3.958345368,3.958345368,3.930180159,3.930180159,1.34372562,1.34372562,0.535402348,0.535402348,-0.54,229.773818,14.95629107,5.99668727,9.373537504,86.36715065,21.62692697,13.15163837,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,21.14301595,26.42146416,5.969305288,0,0,0,6.9237372,34.29465432,12.15204021,0,0,12.40703316,0,0,0,44.74699046,9.531400138,0,6.9237372,12.15204021,0,0,0,26.3,0,4.794537184,0,18.37633845,12.17998649,11.02778726,0,6.9237372,0,27.72195163,4.736862954,5.72047997,0,10.89996504,0,0.455008503,-0.302361111,0,0,6.409635771,6.150605159,0.666666667,13,0,3,0,0,0,0,0,0,2,0,4,4,0,0,0,0,-2.1841,48.6724,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
242.5,14,11,1,6.2,39.607033,20.67168302,10.89996504,10.89996504,0,-0.302361111,0.297747319,10.15384615,207.701,189.557,207.1026065,78,0,0.33282041,-1,1,0.33282041,1.384615385,1.846153846,2.153846154,35.45300058,10.35672691,2.085202402,-2.227400097,1.939855636,-2.99600304,5.863841667,-0.870055547,1.838190544,0,184.5439481,9.776020882,8.762994993,9.518923939,5.327185822,3.958345368,3.958345368,3.930180159,3.930180159,1.34372562,1.34372562,0.535402348,0.535402348,-0.54,229.773818,14.95629107,5.99668727,9.373537504,86.36715065,21.62692697,13.15163837,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,21.14301595,26.42146416,5.969305288,0,0,0,6.9237372,34.29465432,12.15204021,0,0,12.40703316,0,0,0,44.74699046,9.531400138,0,6.9237372,12.15204021,0,0,0,26.3,0,4.794537184,0,18.37633845,12.17998649,11.02778726,0,6.9237372,0,27.72195163,4.736862954,5.72047997,0,10.89996504,0,0.455008503,-0.302361111,0,0,6.409635771,6.150605159,0.666666667,13,0,3,0,0,0,0,0,0,2,0,4,4,0,0,0,0,-2.1841,48.6724,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
30.7,14,11,1,17.6,44.641705,20.89647337,10.89996504,10.89996504,0,-0.302361111,0.297747319,10.15384615,207.701,189.557,207.1026065,78,0,0.33282041,-1,1,0.33282041,1.384615385,1.846153846,2.153846154,35.45300058,10.35672691,2.085202402,-2.227400097,1.939855636,-2.99600304,5.863841667,-0.870055547,1.838190544,0,184.5439481,9.776020882,8.762994993,9.518923939,5.327185822,3.958345368,3.958345368,3.930180159,3.930180159,1.34372562,1.34372562,0.535402348,0.535402348,-0.54,229.773818,14.95629107,5.99668727,9.373537504,86.36715065,21.62692697,13.15163837,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,21.14301595,26.42146416,5.969305288,0,0,0,6.9237372,34.29465432,12.15204021,0,0,12.40703316,0,0,0,44.74699046,9.531400138,0,6.9237372,12.15204021,0,0,0,26.3,0,4.794537184,0,18.37633845,12.17998649,11.02778726,0,6.9237372,0,27.72195163,4.736862954,5.72047997,0,10.89996504,0,0.455008503,-0.302361111,0,0,6.409635771,6.150605159,0.666666667,13,0,3,0,0,0,0,0,0,2,0,4,4,0,0,0,0,-2.1841,48.6724,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
138.4,14,11,0.1,22.4,-15.430634,48.25423063,10.46884259,10.46884259,0.047314815,-0.454583333,0.435002054,8.666666667,130.143,120.063,130.0629942,52,0,0.332687122,-0.459909612,0.459909612,0.332687122,1.777777778,2.333333333,2.666666667,16.53934772,10.36064897,1.993110891,-1.986162751,1.894033412,-2.077116062,5.863802489,-0.139386855,1.822759081,3.394048948,117.4713804,7.276020882,5.38503052,5.38503052,4.180739213,2.616704582,2.616704582,1.639856075,1.639856075,0.672905227,0.672905227,0.261541069,0.261541069,-0.83,80.20139956,8.17,4.089266085,3.727880056,53.94365965,9.843390349,6.606881965,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,6.606881965,14.63792753,5.969305288,0,0,0,6.9237372,13.21376393,12.15204021,0,0,0,0,0,0,24.28959661,9.531400138,0,6.9237372,12.15204021,0,0,0,46.53,5.969305288,4.794537184,0,13.21376393,5.57310453,0,0,6.9237372,0,11.31579864,5.106527395,4.46412037,0,10.46884259,8.190033069,0.350416667,-0.454583333,0,0,4.814503968,0,0.5,9,1,3,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0.098,32.8588,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56.9,14,11,0.1,40.1,-9.8282795,50.50632499,10.46884259,10.46884259,0.047314815,-0.454583333,0.435002054,8.666666667,130.143,120.063,130.0629942,52,0,0.332687122,-0.459909612,0.459909612,0.332687122,1.777777778,2.333333333,2.666666667,16.53934772,10.36064897,1.993110891,-1.986162751,1.894033412,-2.077116062,5.863802489,-0.139386855,1.822759081,3.394048948,117.4713804,7.276020882,5.38503052,5.38503052,4.180739213,2.616704582,2.616704582,1.639856075,1.639856075,0.672905227,0.672905227,0.261541069,0.261541069,-0.83,80.20139956,8.17,4.089266085,3.727880056,53.94365965,9.843390349,6.606881965,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,6.606881965,14.63792753,5.969305288,0,0,0,6.9237372,13.21376393,12.15204021,0,0,0,0,0,0,24.28959661,9.531400138,0,6.9237372,12.15204021,0,0,0,46.53,5.969305288,4.794537184,0,13.21376393,5.57310453,0,0,6.9237372,0,11.31579864,5.106527395,4.46412037,0,10.46884259,8.190033069,0.350416667,-0.454583333,0,0,4.814503968,0,0.5,9,1,3,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0.098,32.8588,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61.4,14,11,0.1,90.7,-9.9939165,56.79425601,10.46884259,10.46884259,0.047314815,-0.454583333,0.435002054,8.666666667,130.143,120.063,130.0629942,52,0,0.332687122,-0.459909612,0.459909612,0.332687122,1.777777778,2.333333333,2.666666667,16.53934772,10.36064897,1.993110891,-1.986162751,1.894033412,-2.077116062,5.863802489,-0.139386855,1.822759081,3.394048948,117.4713804,7.276020882,5.38503052,5.38503052,4.180739213,2.616704582,2.616704582,1.639856075,1.639856075,0.672905227,0.672905227,0.261541069,0.261541069,-0.83,80.20139956,8.17,4.089266085,3.727880056,53.94365965,9.843390349,6.606881965,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,6.606881965,14.63792753,5.969305288,0,0,0,6.9237372,13.21376393,12.15204021,0,0,0,0,0,0,24.28959661,9.531400138,0,6.9237372,12.15204021,0,0,0,46.53,5.969305288,4.794537184,0,13.21376393,5.57310453,0,0,6.9237372,0,11.31579864,5.106527395,4.46412037,0,10.46884259,8.190033069,0.350416667,-0.454583333,0,0,4.814503968,0,0.5,9,1,3,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0.098,32.8588,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,14,11,1,5.3,24.585434,44.09321156,10.55217593,10.55217593,0,-0.334583333,0.346572722,7.8,165.62,153.524,165.0556563,60,0,0.33282038,-1,1,0.33282038,1.7,2.2,2.5,35.45300044,10.36001698,1.99795182,-1.977777335,1.889467773,-2.996002641,5.863783639,-0.372011437,1.822759081,0,124.9162238,7.276020882,6.022888179,6.778817125,4.180739213,2.800476816,2.800476816,1.769802668,1.769802668,0.725955701,0.725955701,0.288066307,0.288066307,-0.54,80.20139956,12.16617916,6.57820331,5.594048257,66.64240985,22.87756359,13.15163837,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,0,27.67210078,5.969305288,0,0,0,6.9237372,13.15163837,12.15204021,0,0,18.14070064,0,0,0,19.12094366,9.531400138,0,6.9237372,12.15204021,0,0,0,53.94,0,4.794537184,0,18.37633845,18.7247429,0,0,6.9237372,0,17.04946611,0,4.65162037,0,10.55217593,0,3.943834089,-0.334583333,0,0,6.020286281,0,0.5,10,3,3,0,0,0,0,0,0,2,1,4,3,0,0,0,0,-3.6484,33.5281,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
262.6,14,11,0.03,1.54,-45.23415,13.519557,10.71799225,10.71799225,0,-4.20604143,0.170162181,10.14285714,246.325,235.237,245.9964261,76,0,1,-0.747942282,1,0.747942282,1.5,2,2.357142857,,,,,,,,,1.95169253,0,295.2020152,10.48312766,8.277916868,12.21751907,5.827185822,3.58915195,5.166502219,2.531604349,4.055207711,1.120293268,1.908968403,0.523768567,0.995173088,0.756363636,396.1935837,17.16061556,7.972561463,10.83475588,126.0655687,9.289612827,0,0,0,0,57.35384019,0,13.21233417,0,0,6.578935684,13.34455882,11.32595814,16.72500882,73.8864819,16.08743215,0,0,0,13.34455882,12.35973557,12.15204021,0,0,51.38453491,0,0,0,31.29958772,19.649527,0,13.34455882,12.15204021,0,0,0,83.5,21.84028575,17.76508404,0,69.98534302,0,0,6.9237372,0,0,11.31579864,0,34.84565098,0,10.71799225,0,0.240722789,-1.097671013,0,0.018703704,4.730642715,-4.20604143,0.571428571,14,0,5,0,0,0,0,0,0,5,0,7,5,0,0,0,0,-2.955,44.9542,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
329.2,14,11,0.03,3.21,-45.23415,13.54182636,10.71799225,10.71799225,0,-4.20604143,0.170162181,10.14285714,246.325,235.237,245.9964261,76,0,1,-0.747942282,1,0.747942282,1.5,2,2.357142857,,,,,,,,,1.95169253,0,295.2020152,10.48312766,8.277916868,12.21751907,5.827185822,3.58915195,5.166502219,2.531604349,4.055207711,1.120293268,1.908968403,0.523768567,0.995173088,0.756363636,396.1935837,17.16061556,7.972561463,10.83475588,126.0655687,9.289612827,0,0,0,0,57.35384019,0,13.21233417,0,0,6.578935684,13.34455882,11.32595814,16.72500882,73.8864819,16.08743215,0,0,0,13.34455882,12.35973557,12.15204021,0,0,51.38453491,0,0,0,31.29958772,19.649527,0,13.34455882,12.15204021,0,0,0,83.5,21.84028575,17.76508404,0,69.98534302,0,0,6.9237372,0,0,11.31579864,0,34.84565098,0,10.71799225,0,0.240722789,-1.097671013,0,0.018703704,4.730642715,-4.20604143,0.571428571,14,0,5,0,0,0,0,0,0,5,0,7,5,0,0,0,0,-2.955,44.9542,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
